,Rating,Title,Review,Review_Date
1750,4.0,Battery & Heating,Heating issue with OnePlus is common.Low budgeted Mobile don't have this issue,Reviewed in India 🇮🇳 on 27 March 2022
1751,4.0,Superb,Very smooth,Reviewed in India 🇮🇳 on 13 April 2022
1752,5.0,that's amazing phone,very very good product,Reviewed in India 🇮🇳 on 8 July 2022
1753,5.0,Awesome,The media could not be loaded.,Reviewed in India 🇮🇳 on 25 July 2022
1754,5.0,Awesomeness,It is a best phone at this price range.,Reviewed in India 🇮🇳 on 3 July 2022
1755,3.0,Battery heating more during charging,"Not a good phone , Battery heating more camera and sound not good. Now i think return the product.",Reviewed in India 🇮🇳 on 1 June 2022
1756,3.0,Not so good,This phone doesn't define the name One plus. Performance is like one year old android phone. Hard earned money wasted,Reviewed in India 🇮🇳 on 10 June 2022
1757,4.0,One plus😍,I love it,Reviewed in India 🇮🇳 on 12 April 2022
1758,4.0,"Good phone, camera quality also good, good battery life",Camera clarity good,Reviewed in India 🇮🇳 on 12 April 2022
1759,4.0,Okay,Okay,Reviewed in India 🇮🇳 on 14 April 2022
1760,5.0,Very good but one plus should work on battery backup,Overall good pakage in 25k ...But oneplus should work on battery...need to charge twice in a day in you use more than 6 to 7 hours,Reviewed in India 🇮🇳 on 15 June 2022
1761,5.0,Best Phone,Best Phone,Reviewed in India 🇮🇳 on 13 July 2022
1762,5.0,Slim yet powerful...,"Very fast phone having good camera ,fast charging ...and the gr8 service by Amazon.",Reviewed in India 🇮🇳 on 30 June 2022
1763,5.0,"Till now it is superb, no complain. I have already used 2days.",The media could not be loaded.,Reviewed in India 🇮🇳 on 25 July 2022
1764,5.0,"One of the best phones, at 20-25K prcie range, as per my interest goes.","Right of the box, the look and feel of the phone is amazing. Added to that is the 90hz display that feels crisp and smooth. Camera is a little off the mark when it comes to One Plus standards. It could have better.Overall a good option, when your tight on budget, but want a premium range phone.",Reviewed in India 🇮🇳 on 6 May 2022
1765,4.0,Battery life,Good,Reviewed in India 🇮🇳 on 13 April 2022
1766,5.0,Good phone. Camera is average,Overall good phone but camera is average,Reviewed in India 🇮🇳 on 6 July 2022
1767,3.0,WIFI connectivity is not good it drops very frequently even one is near to WIFI,WIFI connectivity is not good it drops very frequently even one is near to WIFI,Reviewed in India 🇮🇳 on 3 June 2022
1768,5.0,But phone is over heating on  video shootingg,Over heating ke baad lag Kara hai,Reviewed in India 🇮🇳 on 2 July 2022
1769,4.0,Nice in view of value for money.,Over all performance is good..But camera quality is not up to the mark.,Reviewed in India 🇮🇳 on 27 March 2022
1770,4.0,Nice mobile battery back is average.,Battery back is not best,Reviewed in India 🇮🇳 on 9 April 2022
1771,5.0,"Genuine review,","Genuine review.Nord ce 2 is good device, camera is very natural good. Battery is good for 7 to 8 hours continue internet. Little heat up which is normal. Nice look, light weight. Excellent device for me. Do not trust other negative reviews. Good colours in camera samples",Reviewed in India 🇮🇳 on 16 May 2022
1772,5.0,Good product,,Reviewed in India 🇮🇳 on 6 July 2022
1773,5.0,Not the very but a great smartphone in this price range.,Pros : 1. Its a OnePlus device2. Best connectivity you can have.3. Very sharp camera for outdoor photos.4. Doesn't hang or lags.5. Battery can last upto 1 and half day under normal to heavy usage.6. Charging was never better than this.7. The 3.5mm jack is back.8. Best part is dual sim with expandable memoryCons : 1. Could've given 120Hz refresh rate2. Only decent camera quality under low light.3. Though the speaker is loud but stereo speakers should've been provided.4. Could've come with Android 12,Reviewed in India 🇮🇳 on 20 March 2022
1774,4.0,Good phone but average camera,Sab badhia hai bas camera thoda better ho sakta tha,Reviewed in India 🇮🇳 on 2 April 2022
1775,4.0,Everything is fine but camera disappoints.,Need to work on camera quality in coming updates,Reviewed in India 🇮🇳 on 4 April 2022
1776,3.0,My sound quality is really bad 😔...Speaker is now not working properly,Sound quality very bad...can't even hear properly... starting it was good...it's only 2 months ..and my speaker is not working properly,Reviewed in India 🇮🇳 on 29 May 2022
1777,5.0,Good Phone in this Price Tag,Battery is not good,Reviewed in India 🇮🇳 on 7 July 2022
1778,4.0,"Camera should be more better, overall ok",,Reviewed in India 🇮🇳 on 15 April 2022
1779,5.0,Amazing phone with best price..,The phone is amazing really great features amd one of the best 1+ phone with best price.,Reviewed in India 🇮🇳 on 21 June 2022
1780,4.0,Low Speaker Volume,The speaker volume is not upto the mark,Reviewed in India 🇮🇳 on 5 April 2022
1781,3.0,"Mobile look like ok, but heating problem","Product company and look good, But mobile heating problem .....plz consider before buying this product...",Reviewed in India 🇮🇳 on 2 June 2022
1782,3.0,Good processor charging speed & Camera Excellent screen quality average,"Not happy with battery life also OS is not handy, no options to share contact number as SMS & by default it goes on MMS, if you put call recording on phone announces it loudly at call start which embraces a lot, call recording must be told by phone owner  at starting of call not by phone company or OS",Reviewed in India 🇮🇳 on 29 April 2022
1783,4.0,Phone is heating while charging..,Heating issues..Mediatek processor is not upto mark.,Reviewed in India 🇮🇳 on 7 April 2022
1784,5.0,No 1 mobile,,Reviewed in India 🇮🇳 on 5 July 2022
1785,5.0,Super se bhi uper,I like this phone,Reviewed in India 🇮🇳 on 4 July 2022
1786,4.0,Worth for money,Worth for money,Reviewed in India 🇮🇳 on 10 April 2022
1787,4.0,Owsm,It's is very good product,Reviewed in India 🇮🇳 on 8 April 2022
1788,3.0,Very bad Amazon customer service.,"Mobile is good  but customer service is very bad.Due to mobile issue, I re-ordered the mobile.There was also a problem in the mobile that was found again.Then I ordered a returnAnd I want to order that mobile again!It is going to be 1 week but payment did not come so that I can order that mobile again.I was not happy with Amazon customer service.I was not happy with Amazon customer service.",Reviewed in India 🇮🇳 on 20 April 2022
1789,4.0,CAMERA QUALITY IS NOT BEST BUT PHONE IS OHHK,THE CAMERA QUALITY IS NOT FAIR BUT PHONE IS OHHHK NO PROBLEM ALL SO GOOD ...,Reviewed in India 🇮🇳 on 21 March 2022
1790,5.0,Value for money.,I like this product..,5 July 2022
1791,4.0,Nice Phone,I like you  your phone,6 April 2022
1792,5.0,V good,V good,6 July 2022
1793,4.0,Good,Phone is good but camera quality is not upto the mark.,2 April 2022
1794,5.0,Good one among other phone in this budget.,"Decent mobile in this budget, but don't expect Camera and other feature..If you want real one plus feel you can buy it",17 June 2022
1795,5.0,Excellent phone,Phone - ExcellentCamera - ExcellentBattery - GoodNegativeOnly problem with one plus is it's accessory. In case you lost its adapter or cable it's next to impossible to buy the original. Coz from one plus online store it's quite impossible to buy and in one plus stores it's always showing not available. One plus need to improve for availablility of accessories.,27 April 2022
1796,3.0,Could have been better,"For those who have used phones with 6000mAh batteries, the One Plus with a 4500mAh battery would look a bit much insufficient.Colour (Bahamas Blue) with a glass back is something that makes the phone eye catching.It’s light weight is another feature that makes the phone handling quite easy.Word or Excel cannot be opened directly from WhatsApp , I guess a package needs to be installed.The glass surface makes sliding and gliding thru the pages a very comfortable experience.Overall a few additional features and a min 5000 mAh battery would have made this phone worth the buy.",8 April 2022
1797,4.0,Best bughet phone,"Display is good, But camera is not up to mark.. overall best phone for daily use..one plus is best",18 March 2022
1798,5.0,🤘🤘,Quality is ok,8 July 2022
1799,3.0,Hanging problem,Battery life is very poor,11 June 2022
1800,5.0,Good,Phones is Just awesome camera quality is excellent.,1 July 2022
1801,4.0,Better,Better,11 April 2022
1802,4.0,Overall good product.,Good product.,10 April 2022
1803,4.0,Very nice product,Superb product by OnePlus in this price range..,2 April 2022
1804,5.0,Superb phone,Camera is good.battery also good it gives one full day  with half an hour charging with continuous usage.,18 June 2022
1805,5.0,Excellent phone,Very nice phone.... look's really good perform really better,8 July 2022
1806,4.0,7,"The media could not be loaded.
                



 Nice phone",10 April 2022
1807,5.0,Good built oneplus phone,"One plus phones are very sturdy,  they are like samsung / apple top model phones  but half the price.Software and photos are too good.I like my ear phone jack, which are becoming less in high end phones.Go for it.",19 May 2022
1808,4.0,Best of in this price,Meet my expectations it's best for this price,8 April 2022
1809,4.0,Best mobile phone under budget,,10 April 2022
1810,5.0,Quality,Best in this price range,5 July 2022
1811,4.0,One plus team need to do work on heating issue of the phone,Heating issue,13 April 2022
1812,4.0,"Osm,🥰😍",,13 April 2022
1813,4.0,Sanjay,Nice fone. Good bataty back up,5 April 2022
1814,5.0,Overall the phone is good,"Fingerprint reader works well, battery life is average and camera quality is not that good considering 25k price band",19 June 2022
1815,2.0,Not a value for money item,"Was having high expectations while buying. I own a Samsung S20 FE 5G and this OnePlus Nord CE2 was bought as a gift for mom. I should say that I was disappointed. There is a slight lag issue(many already reported, which I ignored while buying).Another thing I noticed is that, the call recording feature is hectic. Like the new phones, it starts the recording after the voice warning. But my S20 FE doesn't warn like this.Another thing is, the auto call recording can be enabled for all non-saved numbers, but for contacts saved in your phone, you would have to manually add them one by one to the list so that auto-recording would happen. That's the most stupid thing. Because most of us would have 1000s of contacts. And adding them one by one to the list for auto-call recording is a tedious task.Another issue is, the camera is way too below average. Expected a better camera from this phone.And I initially noticed some heating issue on the screen side.One advantage is that, the weight is less. So carrying it or using it with your hands won't be a headache.",20 June 2022
1816,4.0,Hang hota he,Hang hota he,8 April 2022
1817,4.0,Good,Good phone,10 April 2022
1818,5.0,Awesome Device,Great product. Very happy with the performance,2 July 2022
1819,4.0,Best phone in middle range..,"Camera quality. battery life,faster than other software.... quickly charged.",31 March 2022
1820,4.0,Ok,"Overall, this is slightly ‘above average’ phone.Camera is average.Battery is below average.Charging is excellent.Software is excellent.Display is just average.",Reviewed in India 🇮🇳 on 13 March 2022
1821,5.0,Excellent charger!!,Oneplus did it in low budget phone...also mediatek is comparable to Snapdragon....,Reviewed in India 🇮🇳 on 27 June 2022
1822,3.0,Not as expected,"Not as expected, Heating everytime",Reviewed in India 🇮🇳 on 10 June 2022
1823,4.0,Super fon,Nice device,Reviewed in India 🇮🇳 on 25 April 2022
1824,4.0,Not bad.  Battery life needs to improve in OnePlus mobile..,Not bad. Battery life is bad,Reviewed in India 🇮🇳 on 4 April 2022
1825,5.0,Average,"Fingerprint sensor is ok. Battery life also ok, camera is pretty good",Reviewed in India 🇮🇳 on 26 June 2022
1826,4.0,Need improvement in camera quality,"Need some improvement in camera picture quality, rest is ok.",Reviewed in India 🇮🇳 on 30 March 2022
1827,4.0,Excellent Mobile,Good Mid range phoneLight weight - good feel on handSuper fast chargingDecent battery back upDiplay is smooth and Elegant .Camera quality is okOverall classy phone,Reviewed in India 🇮🇳 on 28 February 2022
1828,5.0,Owsem,It's really very nice product,Reviewed in India 🇮🇳 on 2 July 2022
1829,5.0,Decent phone in the price range.,"If you are looking for a phone that is powerful, decent battery life, quick charge and a reliable brand. Then go for it.",Reviewed in India 🇮🇳 on 11 June 2022
1830,5.0,Flagship Beast at a great great price!,Pros: 1) Premium Looks2) SuperVOOC Fast Charging is really Fast. Charges within half an hour. Great Battery Backup.3) Great Cam4) Awesome Display5) On Screen Fingerprint Sensor is fast.6) Seamless UICons: 1) Gaming is good but I believe could have better at this price point owing to Dimensity Processor upgrade.2) Camera is good but not as per One Plus Standards.Miscellaneous:1) Free Silicon Back Cover2) Red Cable Membership with 3 months extended warranty and 3 months Spotify Premium.,27 March 2022
1831,3.0,5,5,16 June 2022
1832,5.0,Awesome,Just awesome,4 July 2022
1833,5.0,Superb phone with not so superb camera!,*Positives*- The size is perfect. Those 6.67 inches is too big to hold.- light weight- amoled- ambient display- in display fingerprint- processor- 5g- built in Alexa- look and feel- design- 67 watt charging- camera designNegatives- Camera is not that good. I exchange this for poco X2 which has a lot lot better camera than this.,15 April 2022
1834,4.0,Justifies The Price For it ;!!,Phone is sleek.Display is bright and crisp.Camera could have been a little better.Battery life did really surprise me.Overall it's a good phone .No major issues.,1 March 2022
1835,4.0,Fantastic phone 📱📱,Amazing phone 📱📱 battery 🔋🔋 is fantastic,1 April 2022
1836,4.0,A mid range mobile,A great deal except battery drain but a plus point with 65w charger,25 March 2022
1837,4.0,Very light in weight with a beast performance.,"The media could not be loaded.
                



 Liked the most its design and back panel shiny Finish and camera alignment make awesome view and happy to find the 3.5mm Jack.Wrap charge also running excellent.Felt backcase can be provided as transparent case.Over all felt really happy for bringing the dream in budget.",27 February 2022
1838,3.0,1mahine me hi camera qwality kharab ho gyi h,Coustomer care response very poor,11 June 2022
1839,4.0,Nicee product,Totally not bad,6 April 2022
1840,4.0,Camera,Camera processing etc,6 April 2022
1841,5.0,Batter,My best phone I have ever purchased . One plus brand is enough to purchase this . Fast charge within 30 minutes . Great battery Backup.,5 June 2022
1842,3.0,"केमेरा थोड़ा अच्छा नहीं है, बाकी जोरदार","The media could not be loaded.
                



 फोटो को थोड़ा सा जूम कर पर ज्यादा फट जाता है , और कोई प्रोब्लम नही है ।",2 June 2022
1843,4.0,Superb phone,Excellent phone,7 April 2022
1844,5.0,It's a good value for money device by one plus.,It's my first experience with one plus and has been good till now.  I am not a gamer. But for multimedia and casual photos the experience has been good. In hand field is good and software experience is nice without any bloatware. The Bahamas blue colour is exotic. Well optimised Ram management. Single speaker but is of good quality. Earpiece is loud and clear. Signal quality is good. Carrier aggregation is working fine. Haptic motor is good. Charger is simply amazing. 30 mins full charge. You can go for it provided you are not a hardcore gamer.,8 March 2022
1845,2.0,Ok good enough,Not worthy at this price,25 September 2022
1846,3.0,Worst camera quality,Everything is fine in this phone but the build quality looks much cheaper and camera quality is worst then 10K phones and genuinely my older phone Realme 5 Pro gives much better picture quality then this phone. Previously I have used OnePlus X too and my experience was very good with that phone that's why I bought OnePlus phone again.,28 April 2022
1847,2.0,Serious issue in dialler.,I'm using this phone from last five months. This phone model has big issues in dialer.- During call phone gets mute generally.- During a call unwanted beep sound repeatedly comes even when you talk using earphones.- During a call as you open dialer the call gets mute- During conference call if you disconnect someone entire call gets ended.- During conference call when someone has dropped the call the dialer keeps on showing in the active call list.,16 August 2022
1848,5.0,Butter Touch,Excellent phone at cheap costThe touch screen feels like a butter,26 June 2022
1849,4.0,Phone looks very pretty and camera quality very good,The media could not be loaded.,10 April 2022
1850,4.0,"Ear phone not supported,",Its okey,8 April 2022
1851,3.0,Not as good as expected..,Camera quality is not as good as expected.Otherwise all other features are good.Battery life is good and working very smoothly on 90hz.,24 May 2022
1852,4.0,Fast..,Except camera remaining performance is good..,3 April 2022
1853,5.0,Very good.,I liked this product.Very good quality.,29 June 2022
1854,4.0,Good in the this price range but if you are using premium flagship then you will not feel happy,* You can not compare it with flagship series of oneplus* Nord 2 has better feelOverall good phone,9 March 2022
1855,2.0,Dharmendra Kumar,Not good camera side bekar hai,24 September 2022
1856,5.0,Awesome phone in this range,Awesome phone in this range,1 July 2022
1857,3.0,It's ok,It's not a goodOnly ok,9 June 2022
1858,5.0,No Nonsense Smartphone . Best in Looks and practicality .,No Nonsense Smartphone . Best in Looks and practicality .,27 June 2022
1859,3.0,most,Nice phone,12 June 2022
1860,4.0,Best best of One plus under 25K,"I like this phone, i am first time use one plus device my experience is impressive..Thanks 👍 one plus..",16 March 2022
1861,4.0,Fast charging,Good product,7 April 2022
1862,4.0,Good phone,Average performance,8 April 2022
1863,4.0,Other then camera it's good. Worst camera clarity,Totally I will say worst product from one plus...don't buy,28 March 2022
1864,5.0,Camera quality not a good as a name one plus..,Only camera quality issue except all is well.,28 June 2022
1865,3.0,Not as expected,After using 2 months am writing this review. hanging problem exist which is not expected being one plus brand also camera is not good. its light weight and looks good. overall an average product,16 May 2022
1866,4.0,Awesome phone looking killer hai or sab kuch mind-blowing hai i 💕 love this phone,Awesome phone looking killer hai or sab kuch mind-blowing hai i 💕 love this phone,20 March 2022
1867,5.0,Wow it's amazing,turned out to be more than I thought,28 June 2022
1868,4.0,Nice,Nice phone,5 April 2022
1869,5.0,"Awesome,i love this phone,,so smooth,,",The media could not be loaded.,24 July 2022
1870,4.0,Heating problems,Overall is goodOnly one problems it is Heating problemsIts disappointed.while charging its heat and if you use this for long time also heating,Reviewed in India 🇮🇳 on 5 March 2022
1871,5.0,Nice Phone,Got a good phone in the best price,Reviewed in India 🇮🇳 on 27 June 2022
1872,4.0,Phone is good but screen lock open in packet also,Ok,Reviewed in India 🇮🇳 on 8 April 2022
1873,5.0,V good phone 📱,,Reviewed in India 🇮🇳 on 3 July 2022
1874,5.0,Charge time over hitting,One plus my favorite phones but hitting poublam,Reviewed in India 🇮🇳 on 29 June 2022
1875,5.0,BEST BUDGET 1+ PHONE OF 2022,"BEST EVER EXPERIENCE OF MY LIFE AFTER USING 4 YEARS NOKIA STOCK UI , OXYGEN OS IS THE BEST SOFTWARE I HAVE EVER SEEN & USED , JUST LOVED IT.CAMERA IS DECENT , SOUND , BATTERY , CHARGING , DISPLAY, FINGERPRINT READER IS BEST",Reviewed in India 🇮🇳 on 11 May 2022
1876,5.0,Camera so nice 😍,Nice,Reviewed in India 🇮🇳 on 6 July 2022
1877,4.0,Good phone with all latest features. The best part is the portability and camera quality.,"Little confusion in locating the app driver files, storage location.",Reviewed in India 🇮🇳 on 25 March 2022
1878,5.0,Very nice phone OnePlus Nord CE 2,,Reviewed in India 🇮🇳 on 5 July 2022
1879,4.0,ok good 👍,ok good 👍 not a bad....,Reviewed in India 🇮🇳 on 31 March 2022
1880,2.0,"Heats like hell during charging, sunlight and during hotspot usage.","This phone has extreme heating issues. In sunlight and during charging it starts heating like it will explode anytime. In just three months of usage, it started developing hang issues.Front Camera is not good. It's worse in low light conditions. Today, the fingerprint sensor also stopped working for sometime.",Reviewed in India 🇮🇳 on 22 August 2022
1881,4.0,Phone is all good but camera is not much as expected good camera in this range,I like the pannel of the phone and camera options as well. Good option of second space but sound is normal and battery is drying little soon than expected,Reviewed in India 🇮🇳 on 27 February 2022
1882,5.0,Nice,Best,Reviewed in India 🇮🇳 on 7 July 2022
1883,4.0,Good,Good,Reviewed in India 🇮🇳 on 6 April 2022
1884,5.0,Top class,Good qulity and top camera,Reviewed in India 🇮🇳 on 1 July 2022
1885,3.0,Good but not best,Good phone if you are looking for oneplus brand but in nord series you just got brand not quality and also the camera quality is very bad like it 10k mobile so it’s not for camera lover and streamer like watching movies etc,Reviewed in India 🇮🇳 on 12 May 2022
1886,2.0,Very Average with many bugs,I have been using it for 5 months now . The only thing about the phone is fast charging. The camera is very bad . Screen is ok & it is full of bugs . It was very bad experience for me .,Reviewed in India 🇮🇳 on 20 August 2022
1887,3.0,Worst phone. Getting hanged after a week's purchase,While making call the entire screen/background is going white and was not able to do anything like accessing functions such as turning on speaker phone or even disconnecting. Again the phone only come to live when the other person doesn't answer the call. Even if the other person answer the call there was nothing that we can do,Reviewed in India 🇮🇳 on 25 April 2022
1888,5.0,Super,Good,Reviewed in India 🇮🇳 on 7 July 2022
1889,4.0,Good Phone,"Like: Good Touch sensivity, light weight, quick recharge and Back Cover added with package.Camera is Good, not best.",Reviewed in India 🇮🇳 on 9 March 2022
1890,5.0,Excellent mobile 📲,"Such a best mobile in this price range, everything thing is excellent. Go blindly with this product. One thing is that Amazon must be give  discount to all card holder. Not only icici credit card .",Reviewed in India 🇮🇳 on 19 May 2022
1891,3.0,Apart from battery life everything is okay.,I've been using this phone for 10 days. Everything is decent in this phone but the battery life is not good.I think 25k is a lot for this phone. I personally think I wasted my money as I could get same kind of phone with same features in 15k.,Reviewed in India 🇮🇳 on 7 May 2022
1892,4.0,Good,Over all its good,Reviewed in India 🇮🇳 on 2 April 2022
1893,4.0,nice,yes,Reviewed in India 🇮🇳 on 6 April 2022
1894,4.0,Lovely phone,Very good experience,Reviewed in India 🇮🇳 on 3 April 2022
1895,5.0,Beautiful,"Processing awesome,quality, battery fast charge 15mint  camera,smoothad for typing I love this",Reviewed in India 🇮🇳 on 21 June 2022
1896,4.0,Bettry batter,pH pH,Reviewed in India 🇮🇳 on 3 April 2022
1897,3.0,Ok ok,This is an ok ok modelNot soo special one to go for it.The cam is okThe phone gets heated while charging.The phone charges fast.If you are a gamer don't go for this!If you are a mild user of mobile and can afford 20-25k you can try this!!Good luck!!,Reviewed in India 🇮🇳 on 2 May 2022
1898,4.0,Phone is good,Phone is good but battery backup is very low 12 hours battery in 1day only fast charging,Reviewed in India 🇮🇳 on 13 March 2022
1899,5.0,Excellent phone with good processing speed,,Reviewed in India 🇮🇳 on 5 July 2022
1900,4.0,Display feeting not good.i am very sad .camera avg,Charging very fast .but display feeting not good.data fast used... Phone Hitting issu OnePlus ce2,15 March 2022
1901,4.0,Quality Mobile.,"OnePlus is always great, Superb phone from OnePlus.",8 April 2022
1902,4.0,Best product,Using very nice,2 April 2022
1903,4.0,It's good phone but its price not justified it as it is having heati g issue when put for charging,It has heating issue while charging,30 March 2022
1904,4.0,Little compromise with battery life else everything is good in this phone.,Battery life is little compromise rest everything is good,27 March 2022
1905,5.0,Never settle u down😈,😘,6 July 2022
1906,4.0,Charging time phone is heating,Ok type phone,8 April 2022
1907,4.0,Awesome,Liked more,6 April 2022
1908,5.0,Look in this price sigment...,"Good battery and very fast charging,,20 mint take to charge it 0 to 100,Very fast...",13 June 2022
1909,5.0,Keep it up,Finger print not too fast but okBattery needs a little care but ok too,21 June 2022
1910,5.0,Upgraded from Poco F1...For me..it's a great Upgrade,Upgraded from Poco F1...For me..it's a great Upgrade. Smooth and bright screen... Blown away by fast charging.  Loud speaker... Very light weight. In screen fingerprint scanner.  So many upgrades...I like this phone,Reviewed in India 🇮🇳 on 26 May 2022
1911,4.0,Battery backup is not good,Battery backup is not good,Reviewed in India 🇮🇳 on 30 March 2022
1912,5.0,Good to see,No video bcoz i purchased for someone else,Reviewed in India 🇮🇳 on 28 June 2022
1913,3.0,Camera is not good,Camera is not good,Reviewed in India 🇮🇳 on 6 June 2022
1914,5.0,Fast charging & Excellent looking..,"Last three months used this phone, i am very much satisfied e.g. Battery life & fast charging/ Excellent design/ Quantity of phone.",Reviewed in India 🇮🇳 on 9 June 2022
1915,4.0,App support error,Jiyyo e Mitra e clinic AAP is not camera support,Reviewed in India 🇮🇳 on 24 March 2022
1916,4.0,Every thing is good. But facing problem while using hotstar.,Please take care of the streaming apps. They are stopping in the middle of streaming,Reviewed in India 🇮🇳 on 18 March 2022
1917,4.0,Satisfied,Awesome,Reviewed in India 🇮🇳 on 5 April 2022
1918,4.0,Good,Good,Reviewed in India 🇮🇳 on 11 April 2022
1919,3.0,Camera results not good,,Reviewed in India 🇮🇳 on 10 June 2022
1920,4.0,"Light weight, smooth, Camera is Ok for normal person, night camera is not up to mark.","Light weight, smooth, Camera is Ok for normal person, night camera is not up to mark.",Reviewed in India 🇮🇳 on 16 March 2022
1921,4.0,Good 👍,It's a single speaker we want stereo speakers and it's bad camera quality,Reviewed in India 🇮🇳 on 23 March 2022
1922,4.0,Feeling good ☺️,Feeling good,Reviewed in India 🇮🇳 on 3 April 2022
1923,4.0,Good product,Good product,Reviewed in India 🇮🇳 on 3 April 2022
1924,5.0,Very good looking phn,Very good looking phn,Reviewed in India 🇮🇳 on 29 June 2022
1925,5.0,Nicee,Nice,Reviewed in India 🇮🇳 on 5 July 2022
1926,4.0,Overall good product in this range,Phone is light weight.Speed is good.Display is awesome.Camera quality is good in this price range.Battery backup is 👍,Reviewed in India 🇮🇳 on 4 March 2022
1927,4.0,Superb phone,1+ brand name they use most powerfull processor in every mobile phone,Reviewed in India 🇮🇳 on 20 March 2022
1928,3.0,BATTERY BACKUP IS VERY POOR,BATTERY BACKUP IS POOR,Reviewed in India 🇮🇳 on 8 June 2022
1929,4.0,Average phone,"Mobile are getting heat, andorid ui and options is not impressive while comparing with mi or samsung. Sound quality is not that much good.",Reviewed in India 🇮🇳 on 1 March 2022
1930,5.0,Very nice,"The media could not be loaded.
                



 Very nice",Reviewed in India 🇮🇳 on 20 July 2022
1931,5.0,Best quality,I am happy,Reviewed in India 🇮🇳 on 6 July 2022
1932,4.0,OnePlus within Budget! Does the basics good.,"Phone is good, gives a premium look but the glossy plastic back is a finger print magnet. The OS is laggy and slows down the phone.",Reviewed in India 🇮🇳 on 27 February 2022
1933,5.0,Value for money,"The phone is really good, and with this budget premium phones, the quality of camera , reach, battery life is really great.",Reviewed in India 🇮🇳 on 9 June 2022
1934,4.0,Camera dul,Dislike this camera,Reviewed in India 🇮🇳 on 1 April 2022
1935,4.0,Oppo reno 7 aka oneplus nord ce 2,Same to same as oppo Reno 7,Reviewed in India 🇮🇳 on 26 March 2022
1936,4.0,Tech screen very good,5g mobile best phoneNice cameraAndroid 11 nice,Reviewed in India 🇮🇳 on 26 March 2022
1937,4.0,Camera,Good phone,Reviewed in India 🇮🇳 on 2 April 2022
1938,5.0,Very good,Nice product 👍,Reviewed in India 🇮🇳 on 3 July 2022
1939,4.0,Battery capacity of charging is not good and less time works,No,Reviewed in India 🇮🇳 on 3 April 2022
1940,4.0,I bought for only the OnePlus brand,Pros- light weight  Design  Fast charging  Battery lifeCons- Camera average,Reviewed in India 🇮🇳 on 14 March 2022
1941,4.0,Nice phone with reasonable price...Camera is good...Good battery life,,Reviewed in India 🇮🇳 on 2 April 2022
1942,4.0,buetiful,Camera super,Reviewed in India 🇮🇳 on 2 April 2022
1943,4.0,Buget from OnePlus,Very good smartphone overall I loved it and recommending it to everyone.,Reviewed in India 🇮🇳 on 19 March 2022
1944,5.0,"Loved it, first time experiencing Stock Android without Bloatware","Pretty much everything is good, as an android phone most things remain same, refresh rate and charging speed are the top pros that I found and talking about top cons, they will surely be nothing but I think there could have been better camera quality in this budget segment.",Reviewed in India 🇮🇳 on 6 May 2022
1945,5.0,It's a best product in this range,Battery life is much better and camera is also good and it looks very cool.,Reviewed in India 🇮🇳 on 17 June 2022
1946,5.0,Nice phone,,Reviewed in India 🇮🇳 on 3 July 2022
1947,5.0,Nice phone,"The media could not be loaded.
                



 Smooth phone",Reviewed in India 🇮🇳 on 21 July 2022
1948,4.0,👍,Average product not bad,Reviewed in India 🇮🇳 on 31 March 2022
1949,4.0,Very nice mobile,Like,Reviewed in India 🇮🇳 on 3 April 2022
1950,5.0,SIM ejector tool is missing,One plus Nord ce2 is excellent phone.  Phone give the one plus 35000 phone like feeling.  But in the box SIM ejector tool is missing.,Reviewed in India 🇮🇳 on 2 June 2022
1951,4.0,Everything is good but battery life is not as expected,Everything is fine but battery life is not as expected,Reviewed in India 🇮🇳 on 22 March 2022
1952,4.0,Good Product,Good Product,Reviewed in India 🇮🇳 on 1 April 2022
1953,5.0,Super,,Reviewed in India 🇮🇳 on 3 July 2022
1954,5.0,Very nice,I am really happy,Reviewed in India 🇮🇳 on 1 July 2022
1955,5.0,Very good phone,Very good mobile,Reviewed in India 🇮🇳 on 30 June 2022
1956,4.0,Everything was awesome except camera in this price range.,Product is really good and very faster. Just camera didn't good as per price.,Reviewed in India 🇮🇳 on 16 March 2022
1957,5.0,Budgeted Mobile Phone,"After writing this review my 1 month of usage,, phone look's stunning and performance too good.While using continuously 2 hrs getting heated .If you use more then 20 pic continuously you battery will come down suddenly.Front camera is the one thing one Plus missed completely.Even small budgeted Phone gives more clarity and good picture.but 1+ is ????Finally anyone want to buy 5g phone in budgeted seg. please look samsung",Reviewed in India 🇮🇳 on 31 March 2022
1958,3.0,Average mobile phone. DOES NOT justify it's price.,1. Camera quality is just average like 15-19K mobile phone. Doesn't seems like this is oneplus mobile phone camera. I have upgraded from Redmi Note 10 and felt very little improvement in camera.2. Performance is also just okay. I have used oneplus nord 2 which is just 4K expensive than Nord CE 2 but way more faster than this.3. Battery life is great. Charging time is same as mentioned.Overall it is just an okay phone. Nothing special. 4-5K expensive than what is actually offered hence it is overpriced or doesn't justify it's price.,Reviewed in India 🇮🇳 on 11 March 2022
1959,4.0,Call recording is not science,Finger print sensor is good,Reviewed in India 🇮🇳 on 29 March 2022
1960,5.0,Camera was unbelievable and awesome ... 😍😍😍😍😍,,1 July 2022
1961,4.0,Very good experience after one day use,But I think battery performance is not soo good...,23 March 2022
1962,4.0,Good phone but call pic karne main dikkat ho ti hai,Like,2 April 2022
